"","logFC","logCPM","F","PValue","FDR"
"Rv2781c",0.500472636982346,6.22025204813029,21.7436386282407,0.000154361076797355,0.00221626451138976
"PE36",-0.643355753986268,5.29340816702715,21.6808115775006,0.000156784121470364,0.00224286812314332
"fadE5",0.439890487402126,8.1656528324125,21.6523998095288,0.000157886483542768,0.00225045444296105
"murD",0.474702603130491,6.16197805853199,21.6001574015273,0.000159948872827323,0.00227162045380033
"Rv0274",-0.445730735755838,6.6124239399571,21.4433529436424,0.000166307027142043,0.00234083232920129
"vapB32",-0.561784346195066,4.78786265345035,21.4244992686972,0.000167099330124683,0.00234083232920129
"rpsE",0.449094889393488,7.53285845227544,21.4220579580028,0.000167192198999249,0.00234083232920129
"pyrH",0.405430221651453,6.56621571824479,21.4218799466845,0.000167202309228664,0.00234083232920129
"sugI",0.489978688249088,5.57952620218255,21.3757317864387,0.000169141553920382,0.00235958465646376
"mce3R",-0.579916047156034,5.02340509901659,21.2690763233427,0.000173714386471186,0.00241466079610391
"xseB",0.536539117360482,4.95732920364662,21.2553465910883,0.000174317149489962,0.00241466079610391
"impA",0.608140794728261,4.99319440052564,21.0679889791061,0.000182708249600769,0.00252063028105576
"espG2",-0.439667289156581,6.22747579281272,21.056088383675,0.000183248668119458,0.00252063028105576
"Rv1209",0.477116410846563,5.72409777804701,20.9929886416454,0.00018618795403015,0.0025521373210962
"kasB",0.499947441234895,9.96125041976375,20.9154526904865,0.000189863872219112,0.00259348775454857
"acpS",0.516370805867734,4.803419494363,20.7979281162094,0.000195610063901511,0.00266032269827793
"rfe",0.496918897284713,6.10938966368607,20.7876566729748,0.000196109197381952,0.00266032269827793
"pmmB",0.630984223004639,4.30296089088797,20.7431511717637,0.000198371591751796,0.00268176577990228
"oxyS",-0.486026395834292,5.68325845115319,20.664458792709,0.00020234278183551,0.00271122807175078
"PE17",-0.484788166025561,8.79818460196628,20.6609339148592,0.000202519667544374,0.00271122807175078
"lipP",0.363695956373793,7.22832448817442,20.6537248379425,0.000202891762860313,0.00271122807175078
"kshA",-0.408400439190886,7.43468930847852,20.645673890517,0.00020330764645818,0.00271122807175078
"nuoJ",0.535919907382244,6.30246645965662,21.0128525587641,0.0002053045577416,0.00272860854782249
"priA",0.678788924591475,4.63598846163071,20.5627348899013,0.000207662620259988,0.00274486383936678
"PPE69",-0.604522200677716,4.93598115497462,20.5577725727342,0.000207923086967794,0.00274486383936678
"ruvC",0.571146328927647,5.69973747762049,20.6212628381087,0.000209602258651936,0.00275777687470473
"Rv0986",-0.870910905781433,5.13010087321753,22.5596966356701,0.000210805110091791,0.00276435767700369
"sppA",0.41442595166362,8.3679259200964,20.4146443530034,0.000215658597696951,0.0028186077187369
"Rv0465c",-0.419816525564755,7.35326103674925,20.284608041686,0.000222973507009442,0.00290456217408989
"PE_PGRS29",-0.535212906947568,6.57530307552625,20.2509926114692,0.000230473489875806,0.00299235217548323
"dosT",-0.44181689578844,6.21108536220646,20.1263103869633,0.000232251291522315,0.00299252500892956
"Rv2454c",-0.473677944108399,8.6508809022797,20.1237767570897,0.00023240202328711,0.00299252500892956
"Rv1647",-0.442176128909325,6.27787249171211,20.1176837519999,0.000232768849194826,0.00299252500892956
"Rv1995",-0.733310184689061,4.10994171928085,19.8642116755278,0.000248583418497224,0.00318543051585693
"Rv2721c",0.409147214864248,9.11090629592606,19.8174559880719,0.000251602385655788,0.00321364865314893
"hisF",0.64319135829627,4.72711715794227,19.8032248362506,0.000252551037823106,0.00321523276278041
"rplP",0.410514043331744,6.71773663397267,19.7892064655756,0.000253463792648771,0.00321523276278041
"icd2",-0.398569739064004,7.89071357487361,19.7783345457372,0.00025417828907593,0.00321523276278041
"Rv1456c",0.584979003384354,4.73497920073286,19.7484214778914,0.000256181491526992,0.00323018585790765
"murG",0.571462441403267,5.29599494309414,19.7348342047403,0.000257088475834324,0.00323126537997517
"Rv0597c",0.52782445492205,5.76213914089943,19.702155047266,0.000259283091798081,0.00324093552479221
"mutT1",0.43997542257952,8.13374796823992,19.6987967683763,0.000259505513550978,0.00324093552479221
"nuoN",0.382996655578089,6.9962570114083,19.6846810355437,0.000260467225506172,0.00324265210487747
"Rv2136c",0.3640974534424,6.97085261889266,19.6131968163346,0.000265377200805828,0.00328717706676362
"moaE2",0.583917861589698,4.28327822612946,19.6088202809212,0.000265714872198991,0.00328717706676362
"cyp132",-0.456124603601928,6.06159667554046,19.4765740430499,0.000275056542021709,0.00338520592624154
"MTS2823",-0.670211151057327,16.8075466787777,19.4723492292737,0.000275359912658183,0.00338520592624154
"ncRv13661A",-0.669948804085561,16.8077987313415,19.4583080558603,0.000276377646293804,0.00338713289881566
"Rv2971",-0.382181121696162,7.13995459139228,19.4368716913062,0.000277939786178941,0.00339569912679489
"mmpL3",0.401446557676294,9.31353779776388,19.4218280166659,0.000279041283886856,0.00339590649226132
"ppa",-0.476069113810176,6.29535967084069,19.4131599713704,0.000279683198650907,0.00339590649226132
"trpD",0.578337136247649,4.90136782566632,19.3284932972738,0.000286001703147019,0.00346194061593961
"ncRv1621Bc",1.10494869189318,4.67636118335105,20.3308211544112,0.000288926527331496,0.00348318437031715
"hflX",0.367059665976867,7.04228557642354,19.2738421715564,0.000290141613552137,0.00348318437031715
"glnD",0.487621174168099,5.58919708482732,19.2703880264122,0.000290412931739712,0.00348318437031715
"Rv0397A",-0.680531256472507,6.58515589446406,21.3439350714245,0.000293306749853162,0.00350719985994632
"Rv3677c",0.369573693161544,6.28040163758527,19.2087027033508,0.000295185665281595,0.00350832083412306
"csp",0.343862812141127,6.81557007001799,19.206254567328,0.000295372938697554,0.00350832083412306
"Rv2762c",0.955290287854583,2.92640305211563,19.200701375178,0.000296075881273222,0.00350832083412306
"Rv1501",-0.828689384506247,5.51084694215598,22.010187166278,0.00030279289053859,0.00357713883296941
"Rv3271c",0.464607594137961,6.07157105276177,19.0733842390825,0.000305966147270306,0.00360380486036343
"Rv3612c",0.503338017720436,6.20412501446795,19.1337875780721,0.000308053373095003,0.00361755811867386
"ncRv0441Bc",-1.01508474387795,8.50649592442445,26.3676993191068,0.000310501933764381,0.00363546014115796
"serB2",0.362027017278159,7.38785451482013,18.8186336243796,0.000327460668554421,0.00382264175101807
"mmpS2",-0.386328570358952,6.99276971558227,18.7720758304612,0.000331567328630405,0.00385912979536098
"espD",-0.523993882505083,11.4377893332956,18.7534820804204,0.000333222873153324,0.00386695806190317
"Rv2016",-0.583516137726524,4.95287682284925,18.6596108298168,0.0003417360567539,0.00395303329456389
"recX",0.654649270431997,5.85990217385721,19.4411598981424,0.000343107828408946,0.00395303329456389
"Rv3678c",0.465870225450954,5.84734107658445,18.6387140808466,0.000343654648383541,0.00395303329456389
"Rv1226c",0.744037533501503,3.53490763029892,18.6195264656524,0.000345517100993108,0.0039628696073087
"Rv3354",-0.52077909566361,6.75288171832033,18.7012737158484,0.000347270238275023,0.00397139859701727
"ncRv0441Ac",-1.02266085450777,8.48422463873382,25.9455900774885,0.000349606623333899,0.00397686094774898
"Rv2816c",0.512185202918042,7.30471940518173,19.1355230492092,0.000349769671561044,0.00397686094774898
"Rv3705A",-0.621815824743208,4.45517252009122,18.5532294658245,0.000351668264522007,0.00398692493553191
"atpH",0.395320620182802,9.01330025635745,18.5241021716661,0.000354420204176907,0.00400657782537917
"hemC",0.413513664623006,7.01276520444102,18.5112458559285,0.000355652075460155,0.00400898356693481
"desA1",0.689421034516529,11.0449971135306,18.988922146156,0.000363155544123817,0.00407659140797329
"Rv2989",0.641892686437523,5.56999505024269,18.9733779658779,0.000364618112896755,0.00407659140797329
"Rv1678",0.553792439761892,5.43389517996815,18.4177646183423,0.000364758560144026,0.00407659140797329
"PPE12",-0.498994611875254,6.92919132066035,18.5790876510148,0.000370528435338955,0.00412304627446922
"Rv3327",0.865548421654759,2.86345077769818,18.3574185317533,0.00037101128143419,0.00412304627446922
"proX",0.416957482038434,6.1147083124617,18.1754822431942,0.000389550745732639,0.00431688065834422
"Rv2958c",-0.543151898413153,5.65667187826131,18.2372321041822,0.000391404487778259,0.00432523948011144
"Rv2075c",0.447551550895958,6.33107659845843,18.1150822042584,0.000396022374506909,0.00436401126417418
"Rv3814c",-0.385278018513376,6.70861863221345,18.0839018614449,0.000399401966186877,0.00438895903625467
"Rv3766",-0.639683429957526,6.43984141187449,19.6778137382203,0.000403969250995254,0.0044098558069367
"Rv3217c",0.548242197012442,4.68544605717552,18.0366819446163,0.00040461068387838,0.0044098558069367
"mazE3",-0.586283993447783,5.21987073835112,18.0360921924594,0.00040466648355469,0.0044098558069367
"ethA",-0.429543508570584,7.95329194180841,17.9932651036499,0.000409426073446157,0.00444739358294953
"echA13",-0.835520293952987,2.93482161042993,17.9860662714733,0.000410372107425185,0.00444739358294953
"xerC",0.597211644699837,4.69849197492431,17.9049691606121,0.000419509566727439,0.00453393031732348
"ncRv10440c",-1.03164898716514,8.46660870060533,25.036305092823,0.000423483604331302,0.00456434109435436
"ncRv3804c",0.396316223264668,7.55428198458582,17.8488310436296,0.00042598041762028,0.00457870754895678
"Rv1947",0.790694056482174,3.53636543112992,17.8733983474053,0.000430157364515301,0.00461100564578527
"rnpA",0.345213742956215,7.17471567220139,17.7808140361411,0.000434031482185722,0.0046398908992354
"Rv1179c",0.374929336610811,7.15109304623919,17.7371942415726,0.000439282790032285,0.00465265124403409
"Rv2631",-0.376559538301271,7.40837510118533,17.7347360415495,0.000439580661046687,0.00465265124403409
"hisG",-0.549855537564939,5.76337967228538,17.8045764724349,0.000440044553330526,0.00465265124403409
"hadA",-0.392753914430685,7.80220007318761,17.7254491026723,0.00044070873438135,0.00465265124403409
"speE",0.592043978012173,4.64829409436052,17.7221578720942,0.000441138513986964,0.00465265124403409
"Rv2775",-0.527262191853418,5.32649894938862,17.6685583606432,0.000447699439794391,0.00470922351912068
"cobQ2",0.544249911124945,4.6172186523159,17.6278863704383,0.000452782534953746,0.0047499906466881
"Rv2735c",-0.677049184900837,5.85504653878868,18.7473982025756,0.00045665727083602,0.00475582795972556
"Rv1920",-0.418513733814675,6.20129621910437,17.58801373992,0.000457781560173195,0.00475582795972556
"Rv2706c",-0.901619526251481,6.51710987374155,22.0673305757581,0.000457922027227693,0.00475582795972556
"vapB36",-0.906178728984225,2.86088624855005,17.5773651452579,0.000459284205475951,0.00475582795972556
"ctpF",-0.530233823926658,9.57426499174496,17.5669654506978,0.000460464988649775,0.00475582795972556
"recN",0.475692702823845,5.46663431124195,17.5660231726505,0.000460592387558576,0.00475582795972556
"ncRv10666",-0.618156722912868,5.53443960267056,18.0491081618283,0.000463829500458851,0.00477671532671497
"Rv0439c",-0.637254419791355,4.91617356731536,17.5945866352223,0.000466480271570492,0.00479147098788072
"ncRv11315C",-0.791192455105408,16.8309126075392,17.4689250532277,0.000473165785087545,0.00484748489201667
"Rv1987",-0.33644469491517,7.27954562910236,17.4373335534503,0.000477342787934914,0.00487757539671675
"mmaA2",-0.435647738621088,7.55326465444431,17.3794443271019,0.000485102531996707,0.00494402425097162
"Rv1711",0.514427065246795,5.19766154240329,17.1118346861152,0.000522857876643083,0.00531504621889894
"cysD",-0.743984703413199,6.64713819682034,20.418436557888,0.000526595382545742,0.00533408418869841
"Rv2734",-0.51372926776551,6.6761325047418,17.4100474280993,0.00052744248840968,0.00533408418869841
"mmpL7",0.407101670749212,7.92439993899844,17.0695424162544,0.000529087560770794,0.00533700118992898
"Rv0849",-0.627251120209214,5.9297650881937,17.4589425033789,0.000537495832783561,0.00540795039941312
"clpP1",-0.380666345119896,8.35212812214997,16.9608336165054,0.000545547126594034,0.00546782947856756
"nrdH",-0.400273423517236,9.13089555687541,16.9564214157099,0.000546226991631177,0.00546782947856756
"xseA",0.380941078588873,6.50308111532727,16.858940101249,0.000561493188579505,0.00559723407508486
"MTS1338",-0.658888901136908,7.76734529300551,17.3296039668143,0.000561999862648328,0.00559723407508486
"Rv2366c",0.454393503146143,5.73648105017752,16.8085577313379,0.000569573037531776,0.00565833416578284
"ncRv11315A",-0.616812310684954,10.3851772209297,17.2507604773825,0.000572812825167713,0.00566495436843591
"Rv2698",-0.767868395851065,7.3085967415275,20.8948543399248,0.00057311943025864,0.00566495436843591
"arfA",-0.469932781596453,5.52642639567902,16.683581051387,0.000590158228237244,0.00581875305735668
"nuoG",0.407602772959464,7.73099819059035,16.6667777989838,0.000592979127956216,0.00583194972344939
"Rv2049c",0.594786409727934,4.41670883807509,16.6491605648865,0.000596017019453545,0.00584720936291832
"Rv0051",0.4761394146588,5.56101130468558,16.6099393577244,0.000602676072150387,0.00589783001950155
"ncRv0440",-1.15757674974636,9.94342089403773,23.0771265067283,0.000608169298338218,0.00593681890735124
"leuC",0.390827057763551,8.04791438282787,16.5687238026842,0.0006097946694743,0.00593795106364331
"Rv3714c",0.647395785376001,4.92190121020896,16.5197793274944,0.000618410792426476,0.00600412934594471
"eccE3",0.4021576505558,7.88399005953293,16.5126748356804,0.000619643242108173,0.00600412934594471
"ncRv11733",-0.677474533977199,7.41952791020994,16.9317741843913,0.000629146886908603,0.00608123796830085
"Rv2917",-0.521772316764342,4.53062242666761,16.4463247676368,0.000631591346774996,0.00608990283875694
"Rv1627c",0.382730622633499,7.08677244331737,16.4345239490171,0.000633670635253182,0.00609501290730078
"Rv1205",-0.414393552667576,5.58839774328414,16.3904780556174,0.000641740569875415,0.00615711705964168
"glyT",-0.488080432376433,5.37047440661718,16.3822768711063,0.000643257527074918,0.00615711705964168
"Rv1324",0.362995323225038,7.06485824426911,16.3548013701652,0.000648343000165215,0.00618928118930481
"pbpA",0.348132891612877,6.5632491371943,16.3472118545608,0.000649764395318476,0.00618928118930481
"Rv0272c",-0.340433452243426,6.97988128852504,16.3343543651114,0.000652166038337609,0.00619715264449312
"rplU",-0.345427852219695,7.51585953078669,16.2918055268259,0.000660202083367949,0.00625839758064942
"echA9",-0.358652462436303,6.29372977169708,16.2613041641954,0.000666037271289741,0.00629853515686019
"mmaA1",-0.449641643800164,6.29087484597832,16.1692603547797,0.000683971724632007,0.00640732429510042
"Rv1435c",0.406135763698577,6.90505078877196,16.1666067637955,0.000684492577033146,0.00640732429510042
"Rv2714",-0.329976641679756,6.91926205008838,16.1653296397629,0.000684743819428833,0.00640732429510042
"Rv2001",-0.61466848421193,4.2176104383852,16.1618642587795,0.000685495825060217,0.00640732429510042
"ncRv1095",0.696844169109221,3.79027441507911,16.1614005079624,0.000685684679267228,0.00640732429510042
"Rv2650c",0.652879488061998,3.90352051360119,16.1144259341617,0.000694969706289666,0.00647223099171907
"Rv0434",0.491536229886087,4.90416810814879,16.1095649353599,0.000695921125952508,0.00647223099171907
"tgs2",-0.401486418558449,8.95549579633914,16.0844142689115,0.000700972652331669,0.00650383588271884
"nrdE",-0.429531984727815,10.7829501776653,16.0638720253442,0.00070516022689688,0.00652162632670904
"kgtP",-0.486470265533633,6.39146686857335,16.3502951250156,0.000706205596130669,0.00652162632670904
"ncRv11315B",-0.60295507906311,9.58637497612828,16.7169824077021,0.000710454023845445,0.00653141307449741
"menD",0.452190777328477,6.28077066612622,16.0961774044294,0.000711203731704551,0.00653141307449741
"Rv2567",0.395835998648321,6.35007625290562,16.0294641965483,0.000712246113106098,0.00653141307449741
"dhaA",-0.462892137292356,6.20976598314613,16.0010837285439,0.000718136152435081,0.00657011075274328
"Rv1676",0.419812709178166,6.19234727490463,15.9903735910717,0.000720380946553081,0.00657535648199494
"lipF",0.448833640073719,8.50327311176939,15.9900744966121,0.000733329015892423,0.00667804710305739
"Rv2962c",-0.388436217048156,6.3713364425935,15.8711512513202,0.000745828598766393,0.00677618870103231
"pks1",0.414146037873558,7.55734737403046,15.8122405980318,0.000767205591204327,0.00695434745575535
"Rv3788",-0.457946851689918,5.73545633618734,15.7154591196882,0.000780581792942921,0.00705933051364931
"truB",0.495985457230967,5.4774422446432,15.6839452528996,0.00078783581911241,0.00710859200089041
"Rv2132",-0.481080784659556,5.35157486475732,15.6675793027244,0.00079162891906518,0.00712647177941057
"Rv0190",-0.528141440158064,7.26967181088843,16.2595356445224,0.000793544042601463,0.00712740242829715
"efpA",0.441727730601771,10.0428524637985,15.5656315822404,0.000815707387994106,0.00730182944227453
"Rv2600",0.425865041337379,5.50727920195395,15.5617045533236,0.000816676399237619,0.00730182944227453
"cysT",-0.36615020452124,5.99633021095804,15.5214094615695,0.000826414666515456,0.00737214353304264
"rplV",0.479956140577,6.87966781954166,15.9982296144655,0.000831641746240657,0.00740198785002431
